"DATE","TIME PERIOD","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)","Japanese yen/Euro (EXR.D.JPY.EUR.SP00.A)","US dollar/Euro (EXR.D.USD.EUR.SP00.A)"
"2004-12-08","08 Dec 2004","0.68950","138.63","1.3300"
"2004-12-09","09 Dec 2004","0.69190","139.17","1.3305"
"2004-12-10","10 Dec 2004","0.69120","139.59","1.3191"
"2004-12-13","13 Dec 2004","0.69225","139.01","1.3268"
"2004-12-14","14 Dec 2004","0.69150","139.70","1.3317"
"2004-12-15","15 Dec 2004","0.69115","139.51","1.3383"
"2004-12-16","16 Dec 2004","0.68630","138.93","1.3401"
"2004-12-17","17 Dec 2004","0.68585","138.37","1.3264"
"2004-12-20","20 Dec 2004","0.68740","139.44","1.3378"
"2004-12-21","21 Dec 2004","0.69230","139.85","1.3394"
"2004-12-22","22 Dec 2004","0.69905","139.18","1.3384"
"2004-12-23","23 Dec 2004","0.70130","139.88","1.3456"
"2004-12-24","24 Dec 2004","0.70330","140.26","1.3542"
"2004-12-27","27 Dec 2004","0.70360","140.34","1.3527"
"2004-12-28","28 Dec 2004","0.70315","140.49","1.3633"
"2004-12-29","29 Dec 2004","0.70830","140.76","1.3608"
"2004-12-30","30 Dec 2004","0.70880","141.03","1.3604"
"2004-12-31","31 Dec 2004","0.70505","139.65","1.3621"
"2005-01-03","03 Jan 2005","0.70725","138.84","1.3507"
"2005-01-04","04 Jan 2005","0.70620","138.49","1.3365"
"2005-01-05","05 Jan 2005","0.70485","138.09","1.3224"
"2005-01-06","06 Jan 2005","0.70390","138.30","1.3183"
"2005-01-07","07 Jan 2005","0.70280","138.06","1.3200"
"2005-01-10","10 Jan 2005","0.69780","136.83","1.3103"
"2005-01-11","11 Jan 2005","0.70010","136.70","1.3143"
"2005-01-12","12 Jan 2005","0.69990","135.47","1.3139"
"2005-01-13","13 Jan 2005","0.70300","135.71","1.3232"
"2005-01-14","14 Jan 2005","0.70060","134.32","1.3091"
"2005-01-17","17 Jan 2005","0.70310","133.52","1.3085"
"2005-01-18","18 Jan 2005","0.69780","134.08","1.3060"
"2005-01-19","19 Jan 2005","0.69655","133.98","1.3083"
"2005-01-20","20 Jan 2005","0.69330","133.22","1.2936"
"2005-01-21","21 Jan 2005","0.69530","134.60","1.2963"
"2005-01-24","24 Jan 2005","0.69560","134.34","1.3065"
"2005-01-25","25 Jan 2005","0.69560","134.85","1.3025"
"2005-01-26","26 Jan 2005","0.69270","134.47","1.3005"
"2005-01-27","27 Jan 2005","0.69190","134.78","1.3026"
"2005-01-28","28 Jan 2005","0.69255","134.69","1.3035"
"2005-01-31","31 Jan 2005","0.69120","134.96","1.3035"
"2005-02-01","01 Feb 2005","0.69255","135.16","1.3027"
"2005-02-02","02 Feb 2005","0.69230","135.30","1.3061"
"2005-02-03","03 Feb 2005","0.68940","135.54","1.3001"
"2005-02-04","04 Feb 2005","0.68830","134.71","1.2958"
"2005-02-07","07 Feb 2005","0.68670","133.98","1.2844"
"2005-02-08","08 Feb 2005","0.68760","134.85","1.2764"
"2005-02-09","09 Feb 2005","0.68580","134.85","1.2762"
"2005-02-10","10 Feb 2005","0.68825","135.96","1.2777"
"2005-02-11","11 Feb 2005","0.68970","136.11","1.2855"
"2005-02-14","14 Feb 2005","0.68730","136.20","1.2967"
"2005-02-15","15 Feb 2005","0.68850","136.42","1.3016"
"2005-02-16","16 Feb 2005","0.69135","137.00","1.3040"
"2005-02-17","17 Feb 2005","0.69120","137.80","1.3041"
"2005-02-18","18 Feb 2005","0.68910","137.63","1.3039"
"2005-02-21","21 Feb 2005","0.68910","137.76","1.3055"
"2005-02-22","22 Feb 2005","0.69130","137.42","1.3193"
"2005-02-23","23 Feb 2005","0.69170","138.45","1.3203"
"2005-02-24","24 Feb 2005","0.69395","139.07","1.3260"
"2005-02-25","25 Feb 2005","0.68975","138.74","1.3165"
"2005-02-28","28 Feb 2005","0.68975","138.04","1.3257"
"2005-03-01","01 Mar 2005","0.68790","137.90","1.3216"
"2005-03-02","02 Mar 2005","0.68590","137.43","1.3101"
"2005-03-03","03 Mar 2005","0.68780","137.83","1.3144"
"2005-03-04","04 Mar 2005","0.68760","138.33","1.3115"
"2005-03-07","07 Mar 2005","0.68960","138.88","1.3197"
"2005-03-08","08 Mar 2005","0.68890","138.94","1.3246"
"2005-03-09","09 Mar 2005","0.69385","139.18","1.3346"
"2005-03-10","10 Mar 2005","0.69645","139.62","1.3409"
"2005-03-11","11 Mar 2005","0.69865","139.67","1.3416"
"2005-03-14","14 Mar 2005","0.69740","140.12","1.3372"
"2005-03-15","15 Mar 2005","0.69620","139.74","1.3383"
"2005-03-16","16 Mar 2005","0.69600","139.33","1.3373"
"2005-03-17","17 Mar 2005","0.69590","139.72","1.3378"
"2005-03-18","18 Mar 2005","0.69345","139.28","1.3279"
"2005-03-21","21 Mar 2005","0.69410","139.09","1.3199"
"2005-03-22","22 Mar 2005","0.69410","138.45","1.3175"
"2005-03-23","23 Mar 2005","0.69460","137.70","1.3050"
"2005-03-24","24 Mar 2005","0.69440","138.10","1.2982"
"2005-03-25","25 Mar 2005"
"2005-03-28","28 Mar 2005"
"2005-03-29","29 Mar 2005","0.68995","138.61","1.2926"
"2005-03-30","30 Mar 2005","0.68770","139.13","1.2943"
"2005-03-31","31 Mar 2005","0.68850","138.44","1.2964"
"2005-04-01","01 Apr 2005","0.68665","139.07","1.2959"
"2005-04-04","04 Apr 2005","0.68700","139.18","1.2883"
"2005-04-05","05 Apr 2005","0.68410","139.16","1.2810"
"2005-04-06","06 Apr 2005","0.68505","139.75","1.2860"
"2005-04-07","07 Apr 2005","0.68740","139.84","1.2923"
"2005-04-08","08 Apr 2005","0.68590","139.46","1.2819"
"2005-04-11","11 Apr 2005","0.68640","139.76","1.2971"
"2005-04-12","12 Apr 2005","0.68540","139.97","1.2985"
"2005-04-13","13 Apr 2005","0.68335","138.71","1.2922"
"2005-04-14","14 Apr 2005","0.68135","138.64","1.2820"
"2005-04-15","15 Apr 2005","0.68200","139.08","1.2868"
"2005-04-18","18 Apr 2005","0.68320","139.60","1.2967"
"2005-04-19","19 Apr 2005","0.68070","139.54","1.2996"
"2005-04-20","20 Apr 2005","0.68130","139.50","1.3049"
"2005-04-21","21 Apr 2005","0.68475","140.27","1.3058"
"2005-04-22","22 Apr 2005","0.68285","138.96","1.3077"
"2005-04-25","25 Apr 2005","0.67865","137.31","1.2966"
"2005-04-26","26 Apr 2005","0.68115","137.54","1.2981"
"2005-04-27","27 Apr 2005","0.67960","137.35","1.2920"
"2005-04-28","28 Apr 2005","0.67730","136.63","1.2905"
"2005-04-29","29 Apr 2005","0.67750","136.24","1.2957"
"2005-05-02","02 May 2005","0.67625","135.54","1.2863"
"2005-05-03","03 May 2005","0.67995","135.23","1.2856"
"2005-05-04","04 May 2005","0.68175","135.21","1.2953"
"2005-05-05","05 May 2005","0.68070","135.28","1.2954"
"2005-05-06","06 May 2005","0.68205","135.71","1.2947"
"2005-05-09","09 May 2005","0.68150","135.46","1.2824"
"2005-05-10","10 May 2005","0.68280","135.86","1.2854"
"2005-05-11","11 May 2005","0.68410","135.70","1.2882"
"2005-05-12","12 May 2005","0.68330","135.66","1.2771"
"2005-05-13","13 May 2005","0.68015","135.20","1.2635"
"2005-05-16","16 May 2005","0.68690","135.63","1.2616"
"2005-05-17","17 May 2005","0.68735","135.52","1.2636"
"2005-05-18","18 May 2005","0.68835","135.44","1.2621"
"2005-05-19","19 May 2005","0.68720","135.62","1.2642"
"2005-05-20","20 May 2005","0.68715","135.98","1.2607"
"2005-05-23","23 May 2005","0.68630","135.45","1.2548"
"2005-05-24","24 May 2005","0.68765","135.39","1.2617"
"2005-05-25","25 May 2005","0.68785","135.33","1.2564"
"2005-05-26","26 May 2005","0.68740","135.58","1.2523"
"2005-05-27","27 May 2005","0.68710","135.27","1.2551"
"2005-05-30","30 May 2005","0.68495","134.68","1.2472"
"2005-05-31","31 May 2005","0.67710","133.47","1.2331"
"2005-06-01","01 Jun 2005","0.67545","132.84","1.2228"
"2005-06-02","02 Jun 2005","0.67535","132.72","1.2263"
"2005-06-03","03 Jun 2005","0.67570","132.57","1.2289"
"2005-06-06","06 Jun 2005","0.67480","131.44","1.2272"
"2005-06-07","07 Jun 2005","0.67155","131.13","1.2285"
"2005-06-08","08 Jun 2005","0.67095","131.69","1.2324"
"2005-06-09","09 Jun 2005","0.67130","131.37","1.2239"
"2005-06-10","10 Jun 2005","0.67040","131.42","1.2229"
"2005-06-13","13 Jun 2005","0.66830","131.74","1.2062"
"2005-06-14","14 Jun 2005","0.66950","132.33","1.2110"
"2005-06-15","15 Jun 2005","0.66670","132.06","1.2069"
"2005-06-16","16 Jun 2005","0.66465","132.26","1.2115"
"2005-06-17","17 Jun 2005","0.66780","132.47","1.2177"
"2005-06-20","20 Jun 2005","0.66855","133.09","1.2210"
"2005-06-21","21 Jun 2005","0.66450","132.20","1.2092"
"2005-06-22","22 Jun 2005","0.66515","131.79","1.2111"
"2005-06-23","23 Jun 2005","0.66240","130.88","1.2066"
"2005-06-24","24 Jun 2005","0.66300","131.92","1.2082"
"2005-06-27","27 Jun 2005","0.66510","132.91","1.2164"
"2005-06-28","28 Jun 2005","0.66460","132.94","1.2095"
"2005-06-29","29 Jun 2005","0.66690","133.03","1.2054"
"2005-06-30","30 Jun 2005","0.67420","133.95","1.2092"
"2005-07-01","01 Jul 2005","0.67900","134.24","1.2087"
"2005-07-04","04 Jul 2005","0.67645","132.67","1.1894"
"2005-07-05","05 Jul 2005","0.67735","133.03","1.1883"
"2005-07-06","06 Jul 2005","0.67850","133.23","1.1913"
"2005-07-07","07 Jul 2005","0.68510","133.53","1.1957"
"2005-07-08","08 Jul 2005","0.68630","133.84","1.1904"
"2005-07-11","11 Jul 2005","0.68800","134.40","1.2006"
"2005-07-12","12 Jul 2005","0.68815","135.33","1.2166"
"2005-07-13","13 Jul 2005","0.68990","135.67","1.2184"
"2005-07-14","14 Jul 2005","0.68645","135.24","1.2067"
"2005-07-15","15 Jul 2005","0.68620","135.35","1.2073"
"2005-07-18","18 Jul 2005","0.68995","135.29","1.2054"
"2005-07-19","19 Jul 2005","0.68785","135.07","1.1965"
"2005-07-20","20 Jul 2005","0.69430","136.35","1.2063"
"2005-07-21","21 Jul 2005","0.69600","135.21","1.2187"
"2005-07-22","22 Jul 2005","0.69510","134.98","1.2143"
"2005-07-25","25 Jul 2005","0.69440","134.87","1.2065"
"2005-07-26","26 Jul 2005","0.68955","134.56","1.1987"
"2005-07-27","27 Jul 2005","0.69030","134.92","1.1990"
"2005-07-28","28 Jul 2005","0.69070","136.00","1.2100"
"2005-07-29","29 Jul 2005","0.68930","135.91","1.2093"
"2005-08-01","01 Aug 2005","0.69140","136.67","1.2219"
"2005-08-02","02 Aug 2005","0.68930","136.07","1.2217"
"2005-08-03","03 Aug 2005","0.69110","136.81","1.2308"
"2005-08-04","04 Aug 2005","0.69385","137.33","1.2319"
"2005-08-05","05 Aug 2005","0.69560","138.13","1.2386"
"2005-08-08","08 Aug 2005","0.69160","138.13","1.2370"
"2005-08-09","09 Aug 2005","0.69290","138.64","1.2367"
"2005-08-10","10 Aug 2005","0.69035","137.40","1.2377"
"2005-08-11","11 Aug 2005","0.68825","136.94","1.2405"
"2005-08-12","12 Aug 2005","0.68675","136.32","1.2457"
"2005-08-15","15 Aug 2005","0.68360","135.54","1.2374"
"2005-08-16","16 Aug 2005","0.68145","134.63","1.2313"
"2005-08-17","17 Aug 2005","0.67930","134.85","1.2296"
"2005-08-18","18 Aug 2005","0.67755","134.82","1.2213"
"2005-08-19","19 Aug 2005","0.67840","134.51","1.2183"
"2005-08-22","22 Aug 2005","0.67815","133.93","1.2231"
"2005-08-23","23 Aug 2005","0.68020","134.61","1.2233"
"2005-08-24","24 Aug 2005","0.68035","134.77","1.2211"
"2005-08-25","25 Aug 2005","0.68200","135.02","1.2272"
"2005-08-26","26 Aug 2005","0.68185","134.93","1.2307"
"2005-08-29","29 Aug 2005","0.68160","135.73","1.2289"
"2005-08-30","30 Aug 2005","0.68275","135.81","1.2181"
"2005-08-31","31 Aug 2005","0.68290","136.06","1.2198"
"2005-09-01","01 Sep 2005","0.68335","136.95","1.2388"
"2005-09-02","02 Sep 2005","0.68180","137.66","1.2541"
"2005-09-05","05 Sep 2005","0.67855","136.69","1.2538"
"2005-09-06","06 Sep 2005","0.67670","136.75","1.2483"
"2005-09-07","07 Sep 2005","0.67710","136.97","1.2451"
"2005-09-08","08 Sep 2005","0.67620","137.16","1.2418"
"2005-09-09","09 Sep 2005","0.67535","136.63","1.2415"
"2005-09-12","12 Sep 2005","0.67435","135.20","1.2313"
"2005-09-13","13 Sep 2005","0.67410","136.17","1.2276"
"2005-09-14","14 Sep 2005","0.67340","135.42","1.2314"
"2005-09-15","15 Sep 2005","0.67650","134.89","1.2223"
"2005-09-16","16 Sep 2005","0.67650","135.78","1.2243"
"2005-09-19","19 Sep 2005","0.67280","135.31","1.2139"
"2005-09-20","20 Sep 2005","0.67340","135.43","1.2154"
"2005-09-21","21 Sep 2005","0.67505","135.95","1.2225"
"2005-09-22","22 Sep 2005","0.67870","135.89","1.2224"
"2005-09-23","23 Sep 2005","0.67850","135.07","1.2118"
"2005-09-26","26 Sep 2005","0.67895","135.21","1.2031"
"2005-09-27","27 Sep 2005","0.68025","136.01","1.2005"
"2005-09-28","28 Sep 2005","0.68100","136.08","1.2037"
"2005-09-29","29 Sep 2005","0.68260","135.92","1.2063"
"2005-09-30","30 Sep 2005","0.68195","136.25","1.2042"
"2005-10-03","03 Oct 2005","0.68000","136.07","1.1933"
"2005-10-04","04 Oct 2005","0.67860","136.44","1.1938"
"2005-10-05","05 Oct 2005","0.67790","136.06","1.1947"
"2005-10-06","06 Oct 2005","0.68175","137.30","1.2061"
"2005-10-07","07 Oct 2005","0.68700","137.82","1.2144"
"2005-10-10","10 Oct 2005","0.68825","137.90","1.2088"
"2005-10-11","11 Oct 2005","0.68650","137.22","1.2022"
"2005-10-12","12 Oct 2005","0.68650","137.49","1.2008"
"2005-10-13","13 Oct 2005","0.68490","137.54","1.1980"
"2005-10-14","14 Oct 2005","0.68540","137.67","1.1999"
"2005-10-17","17 Oct 2005","0.68460","138.00","1.2022"
"2005-10-18","18 Oct 2005","0.68415","138.29","1.1937"
"2005-10-19","19 Oct 2005","0.68005","138.07","1.1950"
"2005-10-20","20 Oct 2005","0.67670","138.19","1.1953"
"2005-10-21","21 Oct 2005","0.67710","138.87","1.2012"
"2005-10-24","24 Oct 2005","0.67590","138.15","1.1944"
"2005-10-25","25 Oct 2005","0.67665","138.78","1.2017"
"2005-10-26","26 Oct 2005","0.67980","139.67","1.2059"
"2005-10-27","27 Oct 2005","0.67940","139.89","1.2130"
"2005-10-28","28 Oct 2005","0.68090","140.03","1.2138"
"2005-10-31","31 Oct 2005","0.67665","139.64","1.2023"
"2005-11-01","01 Nov 2005","0.67900","140.02","1.2008"
"2005-11-02","02 Nov 2005","0.67895","140.26","1.1992"
"2005-11-03","03 Nov 2005","0.67825","140.76","1.2041"
"2005-11-04","04 Nov 2005","0.67640","140.52","1.1933"
"2005-11-07","07 Nov 2005","0.67655","139.23","1.1824"
"2005-11-08","08 Nov 2005","0.67610","138.22","1.1741"
"2005-11-09","09 Nov 2005","0.67530","137.68","1.1738"
"2005-11-10","10 Nov 2005","0.67290","138.41","1.1762"
"2005-11-11","11 Nov 2005","0.67310","138.11","1.1697"
"2005-11-14","14 Nov 2005","0.67285","139.06","1.1713"
"2005-11-15","15 Nov 2005","0.67320","139.11","1.1667"
"2005-11-16","16 Nov 2005","0.67690","139.40","1.1677"
"2005-11-17","17 Nov 2005","0.67950","138.82","1.1692"
"2005-11-18","18 Nov 2005","0.68150","139.27","1.1679"
"2005-11-21","21 Nov 2005","0.68675","140.41","1.1811"
"2005-11-22","22 Nov 2005","0.68465","139.72","1.1701"
"2005-11-23","23 Nov 2005","0.68460","139.78","1.1776"
"2005-11-24","24 Nov 2005","0.68345","140.03","1.1783"
"2005-11-25","25 Nov 2005","0.68340","140.44","1.1763"
"2005-11-28","28 Nov 2005","0.68550","140.39","1.1726"
"2005-11-29","29 Nov 2005","0.68430","140.57","1.1793"
"2005-11-30","30 Nov 2005","0.68215","140.80","1.1769"
"2005-12-01","01 Dec 2005","0.67980","141.18","1.1745"
"2005-12-02","02 Dec 2005","0.67745","141.36","1.1697"
"2005-12-05","05 Dec 2005","0.67730","142.19","1.1767"
"2005-12-06","06 Dec 2005","0.67905","142.64","1.1783"
"2005-12-07","07 Dec 2005","0.67690","141.68","1.1710"
"2005-12-08","08 Dec 2005","0.67495","141.82","1.1764"
"2005-12-09","09 Dec 2005","0.67320","142.01","1.1785"
"2005-12-12","12 Dec 2005","0.67430","143.46","1.1925"
"2005-12-13","13 Dec 2005","0.67425","143.47","1.1925"
"2005-12-14","14 Dec 2005","0.67830","142.23","1.2020"
"2005-12-15","15 Dec 2005","0.67670","139.28","1.1999"
"2005-12-16","16 Dec 2005","0.67745","139.28","1.1983"
"2005-12-19","19 Dec 2005","0.67960","139.24","1.1977"
"2005-12-20","20 Dec 2005","0.67820","139.36","1.1955"
"2005-12-21","21 Dec 2005","0.67895","139.18","1.1872"
"2005-12-22","22 Dec 2005","0.68100","138.84","1.1822"
"2005-12-23","23 Dec 2005","0.68340","138.34","1.1859"
"2005-12-26","26 Dec 2005"
"2005-12-27","27 Dec 2005","0.68295","138.61","1.1852"
"2005-12-28","28 Dec 2005","0.68630","139.61","1.1916"
"2005-12-29","29 Dec 2005","0.68830","139.43","1.1825"
"2005-12-30","30 Dec 2005","0.68530","138.90","1.1797"
"2006-01-02","02 Jan 2006","0.68650","139.56","1.1826"
"2006-01-03","03 Jan 2006","0.68725","139.45","1.1875"
"2006-01-04","04 Jan 2006","0.68815","140.19","1.2083"
"2006-01-05","05 Jan 2006","0.68880","140.31","1.2088"
"2006-01-06","06 Jan 2006","0.68880","140.21","1.2093"
"2006-01-09","09 Jan 2006","0.68340","137.85","1.2078"
"2006-01-10","10 Jan 2006","0.68330","138.12","1.2064"
"2006-01-11","11 Jan 2006","0.68840","138.31","1.2088"
"2006-01-12","12 Jan 2006","0.68460","137.50","1.2113"
"2006-01-13","13 Jan 2006","0.68140","138.13","1.2039"
"2006-01-16","16 Jan 2006","0.68545","139.23","1.2112"
"2006-01-17","17 Jan 2006","0.68535","139.23","1.2075"
"2006-01-18","18 Jan 2006","0.68640","139.51","1.2125"
"2006-01-19","19 Jan 2006","0.68785","139.06","1.2073"
"2006-01-20","20 Jan 2006","0.68525","139.15","1.2068"
"2006-01-23","23 Jan 2006","0.68780","140.35","1.2277"
"2006-01-24","24 Jan 2006","0.68780","140.45","1.2272"
"2006-01-25","25 Jan 2006","0.68670","141.12","1.2294"
"2006-01-26","26 Jan 2006","0.68590","141.85","1.2254"
"2006-01-27","27 Jan 2006","0.68460","142.19","1.2172"
"2006-01-30","30 Jan 2006","0.68365","141.99","1.2082"
"2006-01-31","31 Jan 2006","0.68430","142.17","1.2118"
"2006-02-01","01 Feb 2006","0.68060","142.22","1.2092"
"2006-02-02","02 Feb 2006","0.67880","143.04","1.2066"
"2006-02-03","03 Feb 2006","0.67910","143.05","1.2061"
"2006-02-06","06 Feb 2006","0.68330","142.28","1.1981"
"2006-02-07","07 Feb 2006","0.68590","141.24","1.1973"
"2006-02-08","08 Feb 2006","0.68610","141.51","1.1948"
"2006-02-09","09 Feb 2006","0.68810","141.91","1.1972"
"2006-02-10","10 Feb 2006","0.68390","140.77","1.1970"
"2006-02-13","13 Feb 2006","0.68370","140.35","1.1888"
"2006-02-14","14 Feb 2006","0.68580","139.57","1.1898"
"2006-02-15","15 Feb 2006","0.68350","139.96","1.1904"
"2006-02-16","16 Feb 2006","0.68425","140.11","1.1858"
"2006-02-17","17 Feb 2006","0.68390","140.77","1.1863"
"2006-02-20","20 Feb 2006","0.68480","141.11","1.1932"
"2006-02-21","21 Feb 2006","0.68210","141.61","1.1906"
"2006-02-22","22 Feb 2006","0.68280","140.91","1.1875"
"2006-02-23","23 Feb 2006","0.68185","139.88","1.1957"
"2006-02-24","24 Feb 2006","0.68030","139.11","1.1896"
"2006-02-27","27 Feb 2006","0.68105","137.77","1.1852"
"2006-02-28","28 Feb 2006","0.67960","138.18","1.1875"
"2006-03-01","01 Mar 2006","0.68060","138.56","1.1954"
"2006-03-02","02 Mar 2006","0.68310","138.73","1.1921"
"2006-03-03","03 Mar 2006","0.68500","139.96","1.2020"
"2006-03-06","06 Mar 2006","0.68550","141.04","1.2017"
"2006-03-07","07 Mar 2006","0.68580","140.34","1.1913"
"2006-03-08","08 Mar 2006","0.68605","140.35","1.1914"
"2006-03-09","09 Mar 2006","0.68580","140.10","1.1920"
"2006-03-10","10 Mar 2006","0.68620","141.11","1.1919"
"2006-03-13","13 Mar 2006","0.69015","141.94","1.1922"
"2006-03-14","14 Mar 2006","0.68855","141.31","1.1948"
"2006-03-15","15 Mar 2006","0.68920","141.31","1.2026"
"2006-03-16","16 Mar 2006","0.69085","142.06","1.2069"
"2006-03-17","17 Mar 2006","0.69450","141.47","1.2185"
"2006-03-20","20 Mar 2006","0.69370","141.07","1.2174"
"2006-03-21","21 Mar 2006","0.69420","141.61","1.2144"
"2006-03-22","22 Mar 2006","0.69140","141.34","1.2069"
"2006-03-23","23 Mar 2006","0.69175","141.12","1.2055"
"2006-03-24","24 Mar 2006","0.69080","141.52","1.1969"
"2006-03-27","27 Mar 2006","0.68830","140.15","1.2025"
"2006-03-28","28 Mar 2006","0.69070","141.09","1.2084"
"2006-03-29","29 Mar 2006","0.69185","141.58","1.2012"
"2006-03-30","30 Mar 2006","0.69460","141.90","1.2096"
"2006-03-31","31 Mar 2006","0.69640","142.42","1.2104"
"2006-04-03","03 Apr 2006","0.69770","142.77","1.2063"
"2006-04-04","04 Apr 2006","0.69835","143.69","1.2217"
"2006-04-05","05 Apr 2006","0.70060","144.16","1.2262"
"2006-04-06","06 Apr 2006","0.70055","144.81","1.2312"
"2006-04-07","07 Apr 2006","0.69645","143.57","1.2179"
"2006-04-10","10 Apr 2006","0.69380","143.22","1.2099"
"2006-04-11","11 Apr 2006","0.69390","143.73","1.2105"
"2006-04-12","12 Apr 2006","0.69165","143.22","1.2125"
"2006-04-13","13 Apr 2006","0.69030","143.48","1.2094"
"2006-04-14","14 Apr 2006"
"2006-04-17","17 Apr 2006"
"2006-04-18","18 Apr 2006","0.69150","144.53","1.2252"
"2006-04-19","19 Apr 2006","0.69135","144.60","1.2346"
"2006-04-20","20 Apr 2006","0.69240","145.27","1.2346"
"2006-04-21","21 Apr 2006","0.69245","144.36","1.2315"
"2006-04-24","24 Apr 2006","0.69190","142.17","1.2365"
"2006-04-25","25 Apr 2006","0.69440","142.11","1.2425"
"2006-04-26","26 Apr 2006","0.69600","142.87","1.2425"
"2006-04-27","27 Apr 2006","0.69580","142.71","1.2414"
"2006-04-28","28 Apr 2006","0.69420","143.29","1.2537"
"2006-05-01","01 May 2006"
"2006-05-02","02 May 2006","0.68865","143.48","1.2643"
"2006-05-03","03 May 2006","0.68690","143.38","1.2622"
"2006-05-04","04 May 2006","0.68400","143.62","1.2592"
"2006-05-05","05 May 2006","0.68680","144.51","1.2688"
"2006-05-08","08 May 2006","0.68460","141.88","1.2756"
"2006-05-09","09 May 2006","0.68350","141.62","1.2697"
"2006-05-10","10 May 2006","0.68610","141.27","1.2779"
"2006-05-11","11 May 2006","0.68240","141.41","1.2716"
"2006-05-12","12 May 2006","0.68080","141.56","1.2914"
"2006-05-15","15 May 2006","0.68120","141.32","1.2826"
"2006-05-16","16 May 2006","0.68110","141.33","1.2817"
"2006-05-17","17 May 2006","0.67930","140.88","1.2882"
"2006-05-18","18 May 2006","0.67755","141.94","1.2770"
"2006-05-19","19 May 2006","0.68010","142.64","1.2767"
"2006-05-22","22 May 2006","0.68030","143.55","1.2753"
"2006-05-23","23 May 2006","0.68210","143.04","1.2841"
"2006-05-24","24 May 2006","0.68285","143.86","1.2851"
"2006-05-25","25 May 2006","0.68315","143.08","1.2755"
"2006-05-26","26 May 2006","0.68500","143.50","1.2797"
"2006-05-29","29 May 2006","0.68550","143.23","1.2758"
"2006-05-30","30 May 2006","0.68470","144.05","1.2839"
"2006-05-31","31 May 2006","0.68590","144.32","1.2868"
"2006-06-01","01 Jun 2006","0.68470","144.19","1.2736"
"2006-06-02","02 Jun 2006","0.68685","144.59","1.2815"
"2006-06-05","05 Jun 2006","0.68840","144.66","1.2958"
"2006-06-06","06 Jun 2006","0.68870","144.74","1.2847"
"2006-06-07","07 Jun 2006","0.68780","144.89","1.2789"
"2006-06-08","08 Jun 2006","0.69030","145.66","1.2735"
"2006-06-09","09 Jun 2006","0.68685","144.25","1.2659"
"2006-06-12","12 Jun 2006","0.68240","143.89","1.2572"
"2006-06-13","13 Jun 2006","0.68335","144.14","1.2571"
"2006-06-14","14 Jun 2006","0.68265","144.68","1.2563"
"2006-06-15","15 Jun 2006","0.68225","144.84","1.2610"
"2006-06-16","16 Jun 2006","0.68290","145.41","1.2651"
"2006-06-19","19 Jun 2006","0.68175","145.43","1.2591"
"2006-06-20","20 Jun 2006","0.68240","144.43","1.2546"
"2006-06-21","21 Jun 2006","0.68550","145.22","1.2632"
"2006-06-22","22 Jun 2006","0.68735","145.48","1.2582"
"2006-06-23","23 Jun 2006","0.68800","145.50","1.2502"
"2006-06-26","26 Jun 2006","0.69010","146.13","1.2561"
"2006-06-27","27 Jun 2006","0.69070","146.42","1.2567"
"2006-06-28","28 Jun 2006","0.69035","146.12","1.2570"
"2006-06-29","29 Jun 2006","0.69110","146.00","1.2529"
"2006-06-30","30 Jun 2006","0.69210","145.75","1.2713"
"2006-07-03","03 Jul 2006","0.69330","146.66","1.2790"
"2006-07-04","04 Jul 2006","0.69285","146.57","1.2791"
"2006-07-05","05 Jul 2006","0.69370","146.74","1.2794"
"2006-07-06","06 Jul 2006","0.69400","147.09","1.2735"
"2006-07-07","07 Jul 2006","0.69445","146.59","1.2778"
"2006-07-10","10 Jul 2006","0.69205","145.17","1.2752"
"2006-07-11","11 Jul 2006","0.69225","145.69","1.2736"
"2006-07-12","12 Jul 2006","0.69150","146.56","1.2722"
"2006-07-13","13 Jul 2006","0.68970","146.33","1.2692"
"2006-07-14","14 Jul 2006","0.68750","146.83","1.2666"
"2006-07-17","17 Jul 2006","0.68840","146.66","1.2541"
"2006-07-18","18 Jul 2006","0.68490","146.61","1.2531"
"2006-07-19","19 Jul 2006","0.68365","146.91","1.2482"
"2006-07-20","20 Jul 2006","0.68300","147.68","1.2643"
"2006-07-21","21 Jul 2006","0.68290","146.96","1.2680"
"2006-07-24","24 Jul 2006","0.68160","147.32","1.2633"
"2006-07-25","25 Jul 2006","0.68330","147.52","1.2636"
"2006-07-26","26 Jul 2006","0.68415","147.10","1.2587"
"2006-07-27","27 Jul 2006","0.68420","147.25","1.2737"
"2006-07-28","28 Jul 2006","0.68250","146.57","1.2664"
"2006-07-31","31 Jul 2006","0.68430","145.82","1.2767"
"2006-08-01","01 Aug 2006","0.68370","146.42","1.2759"
"2006-08-02","02 Aug 2006","0.68215","146.88","1.2798"
"2006-08-03","03 Aug 2006","0.67805","146.84","1.2781"
"2006-08-04","04 Aug 2006","0.67590","147.66","1.2792"
"2006-08-07","07 Aug 2006","0.67400","147.87","1.2850"
"2006-08-08","08 Aug 2006","0.67380","147.70","1.2839"
"2006-08-09","09 Aug 2006","0.67530","148.17","1.2879"
"2006-08-10","10 Aug 2006","0.67520","147.62","1.2857"
"2006-08-11","11 Aug 2006","0.67380","148.21","1.2775"
"2006-08-14","14 Aug 2006","0.67435","148.34","1.2718"
