"DATE","TIME PERIOD","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)","Japanese yen/Euro (EXR.D.JPY.EUR.SP00.A)","US dollar/Euro (EXR.D.USD.EUR.SP00.A)"
"2019-10-24","24 Oct 2019","0.86288","120.86","1.1128"
"2019-10-25","25 Oct 2019","0.86598","120.59","1.1107"
"2019-10-28","28 Oct 2019","0.86328","120.69","1.1087"
"2019-10-29","29 Oct 2019","0.86328","120.88","1.1095"
"2019-10-30","30 Oct 2019","0.86200","120.99","1.1106"
"2019-10-31","31 Oct 2019","0.86133","120.73","1.1154"
"2019-11-01","01 Nov 2019","0.86008","120.43","1.1139"
"2019-11-04","04 Nov 2019","0.86368","120.93","1.1158"
"2019-11-05","05 Nov 2019","0.86113","120.93","1.1109"
"2019-11-06","06 Nov 2019","0.86033","120.88","1.1090"
"2019-11-07","07 Nov 2019","0.86442","120.90","1.1077"
"2019-11-08","08 Nov 2019","0.86158","120.72","1.1034"
"2019-11-11","11 Nov 2019","0.85743","120.29","1.1041"
"2019-11-12","12 Nov 2019","0.85820","120.24","1.1015"
"2019-11-13","13 Nov 2019","0.85760","119.79","1.1006"
"2019-11-14","14 Nov 2019","0.85643","119.49","1.0997"
"2019-11-15","15 Nov 2019","0.85660","119.95","1.1034"
"2019-11-18","18 Nov 2019","0.85330","120.55","1.1061"
"2019-11-19","19 Nov 2019","0.85573","120.46","1.1077"
"2019-11-20","20 Nov 2019","0.85715","119.96","1.1059"
"2019-11-21","21 Nov 2019","0.85548","120.46","1.1091"
"2019-11-22","22 Nov 2019","0.85980","120.03","1.1058"
"2019-11-25","25 Nov 2019","0.85515","119.88","1.1008"
"2019-11-26","26 Nov 2019","0.85715","120.09","1.1020"
"2019-11-27","27 Nov 2019","0.85450","120.18","1.1009"
"2019-11-28","28 Nov 2019","0.85180","120.50","1.1005"
"2019-11-29","29 Nov 2019","0.85225","120.43","1.0982"
"2019-12-02","02 Dec 2019","0.85218","120.75","1.1023"
"2019-12-03","03 Dec 2019","0.85200","120.39","1.1071"
"2019-12-04","04 Dec 2019","0.84610","120.45","1.1081"
"2019-12-05","05 Dec 2019","0.84470","120.69","1.1094"
"2019-12-06","06 Dec 2019","0.84453","120.44","1.1094"
"2019-12-09","09 Dec 2019","0.84195","120.15","1.1075"
"2019-12-10","10 Dec 2019","0.84073","120.27","1.1077"
"2019-12-11","11 Dec 2019","0.84245","120.44","1.1075"
"2019-12-12","12 Dec 2019","0.84560","120.95","1.1137"
"2019-12-13","13 Dec 2019","0.83508","122.43","1.1174"
"2019-12-16","16 Dec 2019","0.83415","121.97","1.1146"
"2019-12-17","17 Dec 2019","0.84748","122.31","1.1162"
"2019-12-18","18 Dec 2019","0.85055","121.81","1.1115"
"2019-12-19","19 Dec 2019","0.85073","121.73","1.1117"
"2019-12-20","20 Dec 2019","0.85133","121.31","1.1097"
"2019-12-23","23 Dec 2019","0.85708","121.18","1.1075"
"2019-12-24","24 Dec 2019","0.85533","121.19","1.1080"
"2019-12-27","27 Dec 2019","0.85130","122.23","1.1153"
"2019-12-30","30 Dec 2019","0.85208","122.19","1.1189"
"2019-12-31","31 Dec 2019","0.85080","121.94","1.1234"
"2020-01-02","02 Jan 2020","0.84828","121.75","1.1193"
"2020-01-03","03 Jan 2020","0.85115","120.54","1.1147"
"2020-01-06","06 Jan 2020","0.85215","121.02","1.1194"
"2020-01-07","07 Jan 2020","0.85183","121.15","1.1172"
"2020-01-08","08 Jan 2020","0.84868","120.86","1.1115"
"2020-01-09","09 Jan 2020","0.85285","121.54","1.1110"
"2020-01-10","10 Jan 2020","0.84810","121.60","1.1091"
"2020-01-13","13 Jan 2020","0.85760","122.25","1.1126"
"2020-01-14","14 Jan 2020","0.85618","122.32","1.1115"
"2020-01-15","15 Jan 2020","0.85683","122.43","1.1142"
"2020-01-16","16 Jan 2020","0.85470","122.80","1.1169"
"2020-01-17","17 Jan 2020","0.85105","122.31","1.1108"
"2020-01-20","20 Jan 2020","0.85275","122.14","1.1085"
"2020-01-21","21 Jan 2020","0.85030","122.31","1.1115"
"2020-01-22","22 Jan 2020","0.84445","121.93","1.1088"
"2020-01-23","23 Jan 2020","0.84498","121.50","1.1091"
"2020-01-24","24 Jan 2020","0.84313","120.96","1.1035"
"2020-01-27","27 Jan 2020","0.84358","120.11","1.1025"
"2020-01-28","28 Jan 2020","0.84603","120.02","1.1005"
"2020-01-29","29 Jan 2020","0.84580","120.06","1.1001"
"2020-01-30","30 Jan 2020","0.84183","120.03","1.1029"
"2020-01-31","31 Jan 2020","0.84175","120.35","1.1052"
"2020-02-03","03 Feb 2020","0.84775","120.10","1.1066"
"2020-02-04","04 Feb 2020","0.84880","120.52","1.1048"
"2020-02-05","05 Feb 2020","0.84444","120.94","1.1023"
"2020-02-06","06 Feb 2020","0.84835","120.87","1.1003"
"2020-02-07","07 Feb 2020","0.84720","120.51","1.0969"
"2020-02-10","10 Feb 2020","0.84628","120.18","1.0951"
"2020-02-11","11 Feb 2020","0.84325","119.73","1.0901"
"2020-02-12","12 Feb 2020","0.84058","120.03","1.0914"
"2020-02-13","13 Feb 2020","0.83375","119.21","1.0867"
"2020-02-14","14 Feb 2020","0.83208","119.11","1.0842"
"2020-02-17","17 Feb 2020","0.83238","119.05","1.0835"
"2020-02-18","18 Feb 2020","0.82985","118.70","1.0816"
"2020-02-19","19 Feb 2020","0.83148","119.35","1.0800"
"2020-02-20","20 Feb 2020","0.83840","120.86","1.0790"
"2020-02-21","21 Feb 2020","0.83510","120.96","1.0801"
"2020-02-24","24 Feb 2020","0.83833","120.52","1.0818"
"2020-02-25","25 Feb 2020","0.83630","119.92","1.0840"
"2020-02-26","26 Feb 2020","0.84150","120.13","1.0875"
"2020-02-27","27 Feb 2020","0.84995","120.46","1.0964"
"2020-02-28","28 Feb 2020","0.85315","119.36","1.0977"
"2020-03-02","02 Mar 2020","0.87113","119.82","1.1122"
"2020-03-03","03 Mar 2020","0.87010","119.77","1.1117"
"2020-03-04","04 Mar 2020","0.86850","119.58","1.1125"
"2020-03-05","05 Mar 2020","0.86670","119.63","1.1187"
"2020-03-06","06 Mar 2020","0.87165","119.08","1.1336"
"2020-03-09","09 Mar 2020","0.87383","117.12","1.1456"
"2020-03-10","10 Mar 2020","0.87385","118.65","1.1390"
"2020-03-11","11 Mar 2020","0.87690","118.55","1.1336"
"2020-03-12","12 Mar 2020","0.88623","116.84","1.1240"
"2020-03-13","13 Mar 2020","0.89070","119.11","1.1104"
"2020-03-16","16 Mar 2020","0.90918","117.76","1.1157"
"2020-03-17","17 Mar 2020","0.90823","117.50","1.0982"
"2020-03-18","18 Mar 2020","0.92190","117.78","1.0934"
"2020-03-19","19 Mar 2020","0.92985","118.63","1.0801"
"2020-03-20","20 Mar 2020","0.91028","118.37","1.0707"
"2020-03-23","23 Mar 2020","0.92970","119.11","1.0783"
"2020-03-24","24 Mar 2020","0.92100","119.99","1.0843"
"2020-03-25","25 Mar 2020","0.91503","120.67","1.0827"
"2020-03-26","26 Mar 2020","0.91348","120.18","1.0981"
"2020-03-27","27 Mar 2020","0.89743","119.36","1.0977"
"2020-03-30","30 Mar 2020","0.88900","119.34","1.1034"
"2020-03-31","31 Mar 2020","0.88643","118.90","1.0956"
"2020-04-01","01 Apr 2020","0.88460","117.55","1.0936"
"2020-04-02","02 Apr 2020","0.87738","117.06","1.0906"
"2020-04-03","03 Apr 2020","0.87850","117.10","1.0785"
"2020-04-06","06 Apr 2020","0.87800","117.54","1.0791"
"2020-04-07","07 Apr 2020","0.88093","118.55","1.0885"
"2020-04-08","08 Apr 2020","0.87948","118.36","1.0871"
"2020-04-09","09 Apr 2020","0.87565","118.33","1.0867"
"2020-04-14","14 Apr 2020","0.87253","117.66","1.0963"
"2020-04-15","15 Apr 2020","0.87385","117.12","1.0903"
"2020-04-16","16 Apr 2020","0.87163","117.12","1.0888"
"2020-04-17","17 Apr 2020","0.86978","116.86","1.0860"
"2020-04-20","20 Apr 2020","0.87343","117.11","1.0860"
"2020-04-21","21 Apr 2020","0.88120","116.39","1.0837"
"2020-04-22","22 Apr 2020","0.87920","117.01","1.0867"
"2020-04-23","23 Apr 2020","0.87200","115.75","1.0772"
"2020-04-24","24 Apr 2020","0.87498","116.22","1.0800"
"2020-04-27","27 Apr 2020","0.87263","116.22","1.0852"
"2020-04-28","28 Apr 2020","0.87078","116.06","1.0877"
"2020-04-29","29 Apr 2020","0.87378","115.52","1.0842"
"2020-04-30","30 Apr 2020","0.86905","115.87","1.0876"
"2020-05-04","04 May 2020","0.87898","116.84","1.0942"
"2020-05-05","05 May 2020","0.87060","115.71","1.0843"
"2020-05-06","06 May 2020","0.87253","114.65","1.0807"
"2020-05-07","07 May 2020","0.87478","114.91","1.0783"
"2020-05-08","08 May 2020","0.87535","115.34","1.0843"
"2020-05-11","11 May 2020","0.87875","116.16","1.0824"
"2020-05-12","12 May 2020","0.87773","116.56","1.0858"
"2020-05-13","13 May 2020","0.88245","116.28","1.0875"
"2020-05-14","14 May 2020","0.88495","115.48","1.0792"
"2020-05-15","15 May 2020","0.88738","115.53","1.0798"
"2020-05-18","18 May 2020","0.89153","116.31","1.0832"
"2020-05-19","19 May 2020","0.89535","118.00","1.0950"
"2020-05-20","20 May 2020","0.89358","117.95","1.0958"
"2020-05-21","21 May 2020","0.89943","118.42","1.1000"
"2020-05-22","22 May 2020","0.89563","117.26","1.0904"
"2020-05-25","25 May 2020","0.89515","117.47","1.0910"
"2020-05-26","26 May 2020","0.88878","117.92","1.0975"
"2020-05-27","27 May 2020","0.89595","118.58","1.0991"
"2020-05-28","28 May 2020","0.89728","118.68","1.1016"
"2020-05-29","29 May 2020","0.90088","119.29","1.1136"
"2020-06-01","01 Jun 2020","0.89673","119.75","1.1116"
"2020-06-02","02 Jun 2020","0.89083","120.83","1.1174"
"2020-06-03","03 Jun 2020","0.89065","121.54","1.1194"
"2020-06-04","04 Jun 2020","0.89685","122.48","1.1250"
"2020-06-05","05 Jun 2020","0.89448","123.77","1.1330"
"2020-06-08","08 Jun 2020","0.89173","123.41","1.1285"
"2020-06-09","09 Jun 2020","0.89120","122.14","1.1294"
"2020-06-10","10 Jun 2020","0.88963","122.16","1.1375"
"2020-06-11","11 Jun 2020","0.89665","121.52","1.1348"
"2020-06-12","12 Jun 2020","0.89653","121.26","1.1304"
"2020-06-15","15 Jun 2020","0.89648","120.83","1.1253"
"2020-06-16","16 Jun 2020","0.89370","121.39","1.1308"
"2020-06-17","17 Jun 2020","0.89448","120.65","1.1232"
"2020-06-18","18 Jun 2020","0.90028","120.00","1.1222"
"2020-06-19","19 Jun 2020","0.90505","119.77","1.1210"
"2020-06-22","22 Jun 2020","0.90328","119.89","1.1213"
"2020-06-23","23 Jun 2020","0.90630","121.05","1.1318"
"2020-06-24","24 Jun 2020","0.90343","120.30","1.1280"
"2020-06-25","25 Jun 2020","0.90133","120.25","1.1200"
"2020-06-26","26 Jun 2020","0.90575","119.93","1.1213"
"2020-06-29","29 Jun 2020","0.91540","121.07","1.1284"
"2020-06-30","30 Jun 2020","0.91243","120.66","1.1198"
"2020-07-01","01 Jul 2020","0.90430","120.31","1.1200"
"2020-07-02","02 Jul 2020","0.90225","121.24","1.1286"
"2020-07-03","03 Jul 2020","0.90120","120.68","1.1224"
"2020-07-06","06 Jul 2020","0.90505","121.78","1.1325"
"2020-07-07","07 Jul 2020","0.90150","121.61","1.1290"
"2020-07-08","08 Jul 2020","0.89923","121.39","1.1286"
"2020-07-09","09 Jul 2020","0.89655","121.67","1.1342"
"2020-07-10","10 Jul 2020","0.89570","120.48","1.1276"
"2020-07-13","13 Jul 2020","0.89938","121.40","1.1329"
"2020-07-14","14 Jul 2020","0.90778","122.17","1.1375"
"2020-07-15","15 Jul 2020","0.90540","122.25","1.1444"
"2020-07-16","16 Jul 2020","0.90875","122.24","1.1414"
"2020-07-17","17 Jul 2020","0.91078","122.53","1.1428"
"2020-07-20","20 Jul 2020","0.90575","122.63","1.1448"
"2020-07-21","21 Jul 2020","0.90055","122.70","1.1443"
"2020-07-22","22 Jul 2020","0.91123","123.94","1.1578"
"2020-07-23","23 Jul 2020","0.91195","123.98","1.1569"
"2020-07-24","24 Jul 2020","0.90985","123.36","1.1608"
"2020-07-27","27 Jul 2020","0.91340","123.88","1.1760"
"2020-07-28","28 Jul 2020","0.90968","123.34","1.1717"
"2020-07-29","29 Jul 2020","0.90385","123.28","1.1725"
"2020-07-30","30 Jul 2020","0.90268","123.58","1.1743"
"2020-07-31","31 Jul 2020","0.90053","124.31","1.1848"
"2020-08-03","03 Aug 2020","0.90013","124.51","1.1726"
"2020-08-04","04 Aug 2020","0.90335","124.78","1.1765"
"2020-08-05","05 Aug 2020","0.90265","125.37","1.1854"
"2020-08-06","06 Aug 2020","0.90033","124.96","1.1843"
"2020-08-07","07 Aug 2020","0.90373","124.91","1.1817"
"2020-08-10","10 Aug 2020","0.90155","124.74","1.1763"
"2020-08-11","11 Aug 2020","0.89843","124.97","1.1783"
"2020-08-12","12 Aug 2020","0.90475","125.92","1.1771"
"2020-08-13","13 Aug 2020","0.90373","126.58","1.1833"
"2020-08-14","14 Aug 2020","0.90173","126.01","1.1813"
"2020-08-17","17 Aug 2020","0.90625","125.99","1.1853"
"2020-08-18","18 Aug 2020","0.90375","125.54","1.1906"
"2020-08-19","19 Aug 2020","0.90345","125.74","1.1933"
"2020-08-20","20 Aug 2020","0.90173","125.46","1.1850"
"2020-08-21","21 Aug 2020","0.89755","124.53","1.1769"
"2020-08-24","24 Aug 2020","0.90175","125.26","1.1847"
"2020-08-25","25 Aug 2020","0.89945","125.67","1.1814"
"2020-08-26","26 Aug 2020","0.89690","125.34","1.1789"
"2020-08-27","27 Aug 2020","0.89505","125.34","1.1806"
"2020-08-28","28 Aug 2020","0.89468","125.39","1.1915"
"2020-08-31","31 Aug 2020","0.89605","126.47","1.1940"
"2020-09-01","01 Sep 2020","0.88975","126.92","1.1987"
"2020-09-02","02 Sep 2020","0.88840","126.00","1.1861"
"2020-09-03","03 Sep 2020","0.89135","125.85","1.1813"
"2020-09-04","04 Sep 2020","0.89325","125.79","1.1842"
"2020-09-07","07 Sep 2020","0.89835","125.59","1.1824"
"2020-09-08","08 Sep 2020","0.90453","125.20","1.1785"
"2020-09-09","09 Sep 2020","0.91213","125.05","1.1773"
"2020-09-10","10 Sep 2020","0.91590","125.76","1.1849"
"2020-09-11","11 Sep 2020","0.92408","125.82","1.1854"
"2020-09-14","14 Sep 2020","0.92190","125.82","1.1876"
"2020-09-15","15 Sep 2020","0.92095","125.39","1.1892"
"2020-09-16","16 Sep 2020","0.91423","124.72","1.1869"
"2020-09-17","17 Sep 2020","0.91530","123.38","1.1797"
"2020-09-18","18 Sep 2020","0.91318","123.49","1.1833"
"2020-09-21","21 Sep 2020","0.91608","122.70","1.1787"
"2020-09-22","22 Sep 2020","0.91743","122.78","1.1740"
"2020-09-23","23 Sep 2020","0.91885","122.91","1.1692"
"2020-09-24","24 Sep 2020","0.91228","122.73","1.1645"
"2020-09-25","25 Sep 2020","0.91343","122.74","1.1634"
"2020-09-28","28 Sep 2020","0.90508","123.02","1.1670"
"2020-09-29","29 Sep 2020","0.90963","123.61","1.1702"
"2020-09-30","30 Sep 2020","0.91235","123.76","1.1708"
"2020-10-01","01 Oct 2020","0.90723","123.98","1.1752"
"2020-10-02","02 Oct 2020","0.90673","123.40","1.1730"
"2020-10-05","05 Oct 2020","0.90810","124.25","1.1768"
"2020-10-06","06 Oct 2020","0.91058","124.58","1.1795"
"2020-10-07","07 Oct 2020","0.91413","124.73","1.1770"
"2020-10-08","08 Oct 2020","0.91035","124.69","1.1765"
"2020-10-09","09 Oct 2020","0.91167","124.95","1.1795"
"2020-10-12","12 Oct 2020","0.90598","124.41","1.1799"
"2020-10-13","13 Oct 2020","0.90591","124.38","1.1787"
"2020-10-14","14 Oct 2020","0.90395","123.70","1.1750"
"2020-10-15","15 Oct 2020","0.90535","123.15","1.1698"
"2020-10-16","16 Oct 2020","0.90915","123.59","1.1741"
"2020-10-19","19 Oct 2020","0.90588","124.11","1.1785"
"2020-10-20","20 Oct 2020","0.91329","124.79","1.1810"
"2020-10-21","21 Oct 2020","0.90754","124.27","1.1852"
"2020-10-22","22 Oct 2020","0.90273","123.72","1.1821"
"2020-10-23","23 Oct 2020","0.90675","124.17","1.1856"
"2020-10-26","26 Oct 2020","0.90755","124.14","1.1819"
"2020-10-27","27 Oct 2020","0.90718","123.74","1.1832"
"2020-10-28","28 Oct 2020","0.90662","122.36","1.1727"
"2020-10-29","29 Oct 2020","0.90430","122.09","1.1704"
"2020-10-30","30 Oct 2020","0.90208","122.36","1.1698"
"2020-11-02","02 Nov 2020","0.90053","121.93","1.1652"
"2020-11-03","03 Nov 2020","0.90042","122.56","1.1702"
"2020-11-04","04 Nov 2020","0.89954","122.31","1.1721"
"2020-11-05","05 Nov 2020","0.90450","122.86","1.1855"
"2020-11-06","06 Nov 2020","0.90430","122.66","1.1870"
"2020-11-09","09 Nov 2020","0.90224","124.67","1.1883"
"2020-11-10","10 Nov 2020","0.89183","124.36","1.1808"
"2020-11-11","11 Nov 2020","0.88935","124.07","1.1766"
"2020-11-12","12 Nov 2020","0.89765","124.25","1.1791"
"2020-11-13","13 Nov 2020","0.89683","123.88","1.1815"
"2020-11-16","16 Nov 2020","0.89819","124.15","1.1830"
"2020-11-17","17 Nov 2020","0.89585","123.78","1.1882"
"2020-11-18","18 Nov 2020","0.89373","123.28","1.1868"
"2020-11-19","19 Nov 2020","0.89378","123.08","1.1832"
"2020-11-20","20 Nov 2020","0.89393","123.18","1.1863"
"2020-11-23","23 Nov 2020","0.88888","123.47","1.1901"
"2020-11-24","24 Nov 2020","0.89012","124.06","1.1865"
"2020-11-25","25 Nov 2020","0.89129","124.19","1.1890"
"2020-11-26","26 Nov 2020","0.89129","124.04","1.1900"
"2020-11-27","27 Nov 2020","0.89442","124.23","1.1922"
"2020-11-30","30 Nov 2020","0.89845","124.79","1.1980"
"2020-12-01","01 Dec 2020","0.89798","124.92","1.1968"
"2020-12-02","02 Dec 2020","0.90490","126.13","1.2066"
"2020-12-03","03 Dec 2020","0.90358","126.49","1.2151"
"2020-12-04","04 Dec 2020","0.90282","126.44","1.2159"
"2020-12-07","07 Dec 2020","0.91215","126.30","1.2128"
"2020-12-08","08 Dec 2020","0.91143","126.18","1.2114"
"2020-12-09","09 Dec 2020","0.90000","126.05","1.2109"
"2020-12-10","10 Dec 2020","0.91100","126.53","1.2115"
"2020-12-11","11 Dec 2020","0.92294","126.28","1.2127"
"2020-12-14","14 Dec 2020","0.90700","126.11","1.2162"
"2020-12-15","15 Dec 2020","0.90795","126.08","1.2140"
"2020-12-16","16 Dec 2020","0.89950","125.97","1.2189"
"2020-12-17","17 Dec 2020","0.90050","126.19","1.2246"
"2020-12-18","18 Dec 2020","0.90828","126.69","1.2259"
"2020-12-21","21 Dec 2020","0.91610","126.04","1.2173"
"2020-12-22","22 Dec 2020","0.91148","126.52","1.2239"
"2020-12-23","23 Dec 2020","0.90700","125.99","1.2166"
"2020-12-24","24 Dec 2020","0.89795","126.38","1.2193"
"2020-12-28","28 Dec 2020","0.90408","126.54","1.2219"
"2020-12-29","29 Dec 2020","0.90863","127.23","1.2259"
"2020-12-30","30 Dec 2020","0.90307","126.57","1.2281"
"2020-12-31","31 Dec 2020","0.89903","126.49","1.2271"
"2021-01-04","04 Jan 2021","0.90160","126.62","1.2296"
"2021-01-05","05 Jan 2021","0.90333","126.25","1.2271"
"2021-01-06","06 Jan 2021","0.90635","127.03","1.2338"
"2021-01-07","07 Jan 2021","0.90190","127.13","1.2276"
"2021-01-08","08 Jan 2021","0.90128","127.26","1.2250"
"2021-01-11","11 Jan 2021","0.90235","126.76","1.2163"
"2021-01-12","12 Jan 2021","0.89440","126.74","1.2161"
"2021-01-13","13 Jan 2021","0.88983","126.44","1.2166"
"2021-01-14","14 Jan 2021","0.88943","126.21","1.2124"
"2021-01-15","15 Jan 2021","0.88998","125.74","1.2123"
"2021-01-18","18 Jan 2021","0.89073","125.18","1.2064"
"2021-01-19","19 Jan 2021","0.89100","126.16","1.2132"
"2021-01-20","20 Jan 2021","0.88563","125.62","1.2101"
